CO,CID,SID,ACTIVITY,SCORE,INHIBITION,STDDEV
1205,848018,650442,0,11,10.86,1.76654
1206,847039,649434,0,11,10.86,1.90735
1207,4264709,956509,0,11,10.85,1.32176
1208,16953966,4837190,0,11,10.85,0.330315
1209,49722038,135584551,0,11,10.83,1.3737
1210,4256508,1188014,0,11,10.83,1.53285
1211,24837982,5187118,0,11,10.81,2.33479
1212,49649013,1477249,0,11,10.8,0.67209
1213,847811,650226,0,11,10.77,1.18193
1214,47201143,1428955,0,11,10.69,0.892
1215,56423807,25102684,0,11,10.64,1.51717
1216,56320859,9642771,0,11,10.64,1.80258
1217,17433538,2286888,0,11,10.58,1.94823
1218,24813052,4170433,0,11,10.58,1.39766
1219,17414644,1294215,0,11,10.57,0.885493
1220,26671661,135643480,0,11,10.57,0.204334
1221,17513430,7358249,0,11,10.56,0.758647
1222,46500261,16759437,0,11,10.56,2.05503
1223,26670474,135685298,0,11,10.55,0.554589
1224,49817248,1923912,0,11,10.55,1.54653
1225,4249296,5771447,0,11,10.51,1.30539
1226,74373423,135871441,0,11,10.5,0.979837
1227,7973683,781698,0,11,10.48,0.512547
1228,47198863,6468517,0,10,10.46,1.05399
1229,17411822,5507531,0,10,10.45,1.36914
1230,49715905,24789747,0,10,10.44,0.43604
1231,17505203,5758223,0,10,10.44,2.60717
1232,22405111,6001017,0,10,10.4,1.79179
1233,24781182,135446468,0,10,10.4,0.869354
1234,17410579,1475529,0,10,10.39,0.732677
1235,24840205,2999016,0,10,10.39,0.703736
1236,49642935,56642860,0,10,10.36,2.21581
1237,24834298,4425299,0,10,10.35,1.31631
1238,14723425,1078576,0,10,10.31,1.29225
1239,26668905,2925160,0,10,10.28,0.622346
1240,49678796,1098408,0,10,10.27,1.69887
1241,14742527,3749369,0,10,10.27,1.40778
1242,22402919,2328009,0,10,10.22,1.10788
1243,22408053,4672968,0,10,10.2,1.52178
1244,47203115,1087370,0,10,10.2,1.13931
1245,17410838,1475530,0,10,10.13,0.999441
1246,49643008,2876731,0,10,10.12,2.04312
1247,26732016,16746211,0,10,10.1,0.433099
1248,24785040,2970895,0,10,10.09,1.6205
1249,17433868,2952998,0,10,10.08,0.263168
1250,56463387,16656470,0,10,10.06,1.0674
1251,49680993,54691673,0,10,10.06,0.485418
1252,14743419,1004422,0,10,10.05,1.14617
1253,26665023,383092,0,10,10.05,1.22258
1254,14724643,797247,0,10,10.04,1.36936
1255,26724137,16745336,0,10,10,30.5132
1256,7972728,6860069,0,10,9.96,0.600507
1257,16953229,4603044,0,10,9.94,0.881923
1258,24804278,5350934,0,10,9.93,0.71506
1259,26668795,1289866,0,10,9.91,0.40005
1260,22411034,3611470,0,10,9.88,1.36537
1261,22401308,135420789,0,10,9.88,0.0613644
1262,46500180,16759478,0,10,9.82,0.479401
1263,47198890,6468922,0,10,9.76,1.00519
1264,49726358,2218249,0,10,9.75,0.261131
1265,3712895,135415433,0,10,9.7,0.92507
1266,17505338,1107365,0,10,9.66,1.26879
1267,4255958,2887413,0,10,9.54,0.633346
1268,863590,664839,0,10,9.53,0.333862
1269,17507163,782316,0,9,9.48,0.188456
1270,17504849,135497963,0,9,9.45,0.874373
1271,22401049,4104731,0,9,9.38,1.67955
1272,49647829,24747725,0,9,9.38,0.972711
1273,49725270,1380195,0,9,9.36,0.860088
1274,22409498,6901770,0,9,9.35,1.45747
1275,47198750,6468925,0,9,9.33,0.871056
1276,14735049,1307587,0,9,9.31,1.34954
1277,17401871,6870053,0,9,9.3,0.689686
1278,49674234,16236314,0,9,9.3,0.865211
1279,4251092,3244822,0,9,9.28,1.18023
1280,863475,664729,0,9,9.28,1.69328
1281,49666674,4669039,0,9,9.27,2.51023
1282,14728684,6099523,0,9,9.26,0.651171
1283,17433410,135425056,0,9,9.26,0.357613
1284,51085127,24891802,0,9,9.26,0.512302
1285,22401762,2043610,0,9,9.25,1.7105
1286,24779959,840751,0,9,9.24,1.24701
1287,17387197,1764811,0,9,9.2,0.708346
1288,24832568,2360654,0,9,9.18,1.39257
1289,46500161,16759707,0,9,9.16,0.958115
1290,842816,135450608,0,9,9.12,1.67591
1291,47198606,6469175,0,9,9.11,0.70357
1292,49724037,20911432,0,9,9.09,2.59234
1293,14740154,2876479,0,9,9.05,1.20249
1294,24807195,9590748,0,9,9.03,0.780765
1295,17432518,5727347,0,9,9.01,0.670688
1296,24833235,763676,0,9,8.99,0.775154
1297,14745414,3962922,0,9,8.97,1.23536
1298,17414502,2174177,0,9,8.9,1.74938
1299,3714674,2571427,0,9,8.87,0.702061
1300,26731443,9583630,0,9,8.87,0.855745
1301,26666695,1833916,0,9,8.82,1.65566
1302,22406160,3930609,0,9,8.8,0.532466
1303,56436670,24978595,0,9,8.77,0.342456
1304,22411339,2576812,0,9,8.73,1.32702
1305,49679773,5349454,0,9,8.67,2.26592
1306,26658014,3612347,0,9,8.66,1.92832
1307,49645913,24747369,0,9,8.62,1.02484
1308,26671146,54678741,0,9,8.58,0.58442
1309,26725190,16745485,0,9,8.57,1.42364
1310,49679873,135614669,0,9,8.56,1.1705
1311,49667452,3390590,0,8,8.53,1.19476
1312,26669059,5771715,0,8,8.5,0.658408
1313,57263246,2443542,0,8,8.47,0.238483
1314,49647224,1905640,0,8,8.38,1.07154
1315,51087802,2051160,0,8,8.38,0.515832
1316,49723703,16021488,0,8,8.37,1.91762
1317,26725280,16745525,0,8,8.36,0.148049
1318,22405886,6529937,0,8,8.34,0.97999
1319,17433769,2212798,0,8,8.32,0.358918
1320,17508537,9594188,0,8,8.32,0.186201
1321,14738614,4348097,0,8,8.31,0.775661
1322,3715915,2594659,0,8,8.28,0.251169
1323,17414291,2868420,0,8,8.24,1.33142
1324,14745169,135431377,0,8,8.22,1.44163
1325,3711892,2352157,0,8,8.17,0.263693
1326,857641,658989,0,8,8.16,0.556645
1327,26667402,646644,0,8,8.16,0.290339
1328,49645105,5708215,0,8,8.16,0.356804
1329,49678988,135547306,0,8,8.15,0.830409
1330,56463619,5282106,0,8,8.14,0.677935
1331,57257227,25161462,0,8,8.1,1.06084
1332,51089634,24892464,0,8,8.1,0.401516
1333,22402306,4664178,0,8,8.07,1.22108
1334,14745466,3939641,0,8,8.06,1.38785
1335,49734933,4154497,0,8,8.06,0.617498
1336,26671179,1961588,0,8,8.05,1.83921
1337,14728272,1821710,0,8,8.05,1.5375
1338,14739036,1329592,0,8,8.01,1.15526
1339,56463155,54736625,0,8,8.01,1.49881
1340,17506113,12004646,0,8,7.97,0.225681
1341,22401559,6177940,0,8,7.94,1.70083
1342,24808048,2145489,0,8,7.92,0.6898
1343,17413694,2979065,0,8,7.91,0.394628
1344,851725,654318,0,8,7.91,0.838766
1345,24816679,7190540,0,8,7.87,0.92226
1346,46500146,16759508,0,8,7.78,0.789949
1347,14742942,1951731,0,8,7.76,1.71569
1348,22411481,2649899,0,8,7.76,0.493292
1349,857036,658395,0,8,7.76,0.793122
1350,24835178,5022015,0,8,7.7,0.250729
1351,49642690,5719375,0,8,7.69,1.01576
1352,26664517,224524,0,8,7.61,0.724534
1353,17401282,9584775,0,8,7.61,0.850017
1354,49828059,24819862,0,8,7.61,1.29604
1355,842290,644549,0,7,7.46,0.723353
1356,4260192,135509364,0,7,7.46,0.0581741
1357,49723788,20911635,0,7,7.42,0.577142
1358,14741896,4522020,0,7,7.39,0.736016
1359,56463093,5702238,0,7,7.33,1.85228
1360,26670282,2453346,0,7,7.32,1.56595
1361,49828559,11905954,0,7,7.31,0.506473
1362,26658636,54686942,0,7,7.27,0.520333
1363,56463024,54682932,0,7,7.26,2.38917
1364,26725179,16745474,0,7,7.18,1.35808
1365,864446,665693,0,7,7.13,0.449334
1366,49647737,3551106,0,7,7.11,2.80316
1367,17409116,135510996,0,7,7.09,0.526481
1368,26725064,11949215,0,7,7.09,1.15361
1369,24830710,764734,0,7,7.08,1.2989
1370,26668857,1161055,0,7,7.07,0.134556
1371,46500248,16759440,0,7,7.05,0.954747
1372,57255612,3573248,0,7,7.02,1.16299
1373,17388348,9615178,0,7,6.94,0.451837
1374,858562,659871,0,7,6.91,0.78139
1375,24836421,4240952,0,7,6.89,1.08529
1376,4247804,3241968,0,7,6.89,0.16888
1377,17407415,11958638,0,7,6.84,1.1872
1378,17409913,1485306,0,7,6.83,0.470572
1379,49640817,24746791,0,7,6.83,0.535458
1380,14742505,3738927,0,7,6.76,0.59506
1381,860550,661834,0,7,6.76,0.923361
1382,14737239,3439709,0,7,6.74,1.2804
1383,26670960,1819696,0,7,6.72,0.334817
1384,26658851,6515607,0,6,6.65,0.603453
1385,14741262,3409527,0,6,6.61,0.918997
1386,26732453,16060394,0,6,6.57,0.786432
1387,4250935,135485421,0,6,6.57,1.66301
1388,3713051,2585702,0,6,6.56,0.574586
1389,865232,666486,0,6,6.55,1.84175
1390,51085115,24891778,0,6,6.53,1.14194
1391,17514193,6230690,0,6,6.53,1.59337
1392,24779881,6904494,0,6,6.52,0.509798
1393,4258186,2213073,0,6,6.51,1.59122
1394,24833891,16196552,0,6,6.5,0.992866
1395,17408795,135431523,0,6,6.47,0.235788
1396,17516204,3873635,0,6,6.37,0.97124
1397,49731431,24792840,0,6,6.35,0.816334
1398,24803734,595272,0,6,6.34,1.04841
1399,26662906,6241261,0,6,6.33,0.843304
1400,24794962,1266101,0,6,6.3,0.474945
1401,14745913,6262269,0,6,6.29,1.9281
1402,17505048,3155724,0,6,6.26,1.0505
1403,14724369,3093479,0,6,6.21,0.789836
1404,4251940,2155619,0,6,6.14,0.465026
1405,22401482,15944783,0,6,6.06,1.18128
1406,49730053,54687089,0,6,6.04,1.97798
1407,26666206,1833641,0,6,5.97,1.3948
1408,56324350,16551099,0,6,5.93,0.6453
1409,49678914,24762004,0,6,5.92,0.630952
1410,861788,663015,0,6,5.9,2.3459
1411,56323408,24687719,0,6,5.89,0.92708
1412,26658134,5039185,0,6,5.87,0.777749
1413,24823404,3453217,0,6,5.85,0.843665
1414,14720891,2055089,0,6,5.85,0.0494131
1415,863868,665121,0,6,5.8,1.13951
1416,7971242,135449167,0,6,5.78,0.422778
1417,57265724,16326306,0,6,5.75,1.06501
1418,17517454,6899447,0,6,5.75,0.789618
1419,24805909,1800867,0,5,5.7,0.815156
1420,851427,653996,0,5,5.7,0.019213
1421,26724998,11949236,0,5,5.68,0.460574
1422,7968738,3436420,0,5,5.68,1.80732
1423,843725,646027,0,5,5.64,0.473083
1424,49723622,2965534,0,5,5.64,1.2168
1425,47203308,3136927,0,5,5.63,1.56386
1426,26731916,10949169,0,5,5.6,0.222159
1427,17514650,4184075,0,5,5.58,1.34527
1428,49716373,5322407,0,5,5.58,0.0948048
1429,17387323,3923934,0,5,5.53,1.53588
1430,17513471,6867866,0,5,5.52,1.12241
1431,11532882,2812,0,5,5.5,0.396426
1432,17402751,1482680,0,5,5.5,1.40101
1433,51085131,24891810,0,5,5.43,0.731863
1434,26666097,3845940,0,5,5.42,1.66475
1435,14727756,3320815,0,5,5.4,0.899039
1436,22415065,4189196,0,5,5.39,0.965417
1437,4257037,1083226,0,5,5.31,0.729474
1438,49648685,24747878,0,5,5.26,0.525733
1439,14745923,4312164,0,5,5.26,0.984491
1440,14741823,4371275,0,5,5.25,2.2966
1441,24784496,135460509,0,5,5.23,0.064101
1442,17409568,1489267,0,5,5.23,0.884674
1443,4261602,2204323,0,5,5.23,0.360794
1444,49733037,135417821,0,5,5.21,1.4223
1445,24791838,4595009,0,5,5.09,2.25117
1446,49716337,24789819,0,5,5.02,1.08472
1447,24810522,751394,0,5,5.01,1.72234
1448,24838306,3242292,0,5,5,1.73059
1449,26660513,3730114,0,5,4.99,0.839672
1450,51089817,24892529,0,5,4.96,1.74199
1451,22401069,2374745,0,5,4.96,0.652448
1452,56324718,9552079,0,5,4.96,3.8212
1453,47195762,584972,0,5,4.94,0.403413
1454,26725377,16745599,0,5,4.93,1.1029
1455,24793710,1287136,0,5,4.92,0.517055
1456,49715865,24789716,0,5,4.92,1.23959
1457,24783227,4056807,0,5,4.81,0.964049
1458,56316484,24979394,0,5,4.79,1.01126
1459,24819756,54678385,0,5,4.79,2.54534
1460,4263911,1259832,0,4,4.74,0.438567
1461,14727573,4232355,0,4,4.66,0.380332
1462,861763,5389627,0,4,4.65,0.564734
1463,14740248,5093386,0,4,4.62,0.589333
1464,14732995,4279066,0,4,4.59,0.595636
1465,17504509,690617,0,4,4.52,1.10385
1466,847763,135450653,0,4,4.5,1.45069
1467,85148532,44143874,0,4,4.48,0.77345
1468,47194045,620366,0,4,4.46,1.30665
1469,49640558,24746691,0,4,4.45,1.18838
1470,22411035,2458034,0,4,4.41,1.75954
1471,24786820,23704118,0,4,4.38,0.430224
1472,22401127,4323178,0,4,4.38,0.519308
1473,51089513,16822778,0,4,4.35,1.98279
1474,49719372,16029078,0,4,4.35,0.68571
1475,24779219,1155275,0,4,4.33,1.26836
1476,4262035,2211952,0,4,4.33,0.364698
1477,14725203,3142169,0,4,4.27,0.761838
1478,17432909,721060,0,4,4.23,0.507994
1479,14725833,826430,0,4,4.22,0.696108
1480,24801580,3708690,0,4,4.22,1.52778
1481,24779940,4381034,0,4,4.19,1.12779
1482,56319504,24980788,0,4,4.19,2.74895
1483,56317368,24979772,0,4,4.18,0.438779
1484,14741051,3287796,0,4,4.17,1.47841
1485,49643532,2865731,0,4,4.14,0.386109
1486,16952591,2529082,0,4,4.12,0.912085
1487,57267785,16322885,0,4,4.07,0.303358
1488,26670837,5912559,0,4,4.07,0.411854
1489,51085114,24891776,0,4,4.06,0.997501
1490,22400796,4120272,0,4,4.03,1.29466
1491,7973504,6860070,0,4,3.97,1.25436
1492,24829697,2343294,0,4,3.97,1.06256
1493,17386256,4457281,0,4,3.94,0.844268
1494,56436687,24978589,0,4,3.89,0.72843
1495,26728390,16745959,0,4,3.86,1.15821
1496,24820850,568367,0,3,3.79,0.876491
1497,56318671,16282246,0,3,3.79,0.89343
1498,17388171,2211247,0,3,3.78,0.70179
1499,14745523,4878352,0,3,3.76,1.37443
1500,17517350,2497167,0,3,3.73,1.19174
1501,847006,649401,0,3,3.65,1.89313
1502,17504619,12004523,0,3,3.63,1.5512
1503,24789061,6860001,0,3,3.57,2.81135
1504,17386347,11948776,0,3,3.54,1.39331
1505,51085118,24891784,0,3,3.51,0.239205
1506,4262308,2983680,0,3,3.51,1.09427
1507,4243176,2051224,0,3,3.48,0.556504
1508,26661365,135521994,0,3,3.48,1.86687
1509,56324858,24983145,0,3,3.47,0.784902
1510,14740492,2219141,0,3,3.45,1.28473
1511,17409786,1482682,0,3,3.44,1.11805
1512,26725396,16745618,0,3,3.44,1.621
1513,14737177,9550947,0,3,3.41,0.64756
1514,49645013,135547303,0,3,3.39,0.675598
1515,17401344,9725859,0,3,3.24,1.67621
1516,4255245,2975515,0,3,3.23,0.83069
1517,14719086,6019589,0,3,3.23,0.636776
1518,49675494,3549885,0,3,3.22,0.458755
1519,51087804,4363012,0,3,3.2,1.36909
1520,24708221,5461634,0,3,3.19,0.38234
1521,47195089,868938,0,3,3.12,1.06703
1522,4254563,709591,0,3,3.08,0.508103
1523,49729446,54691674,0,3,3.08,0.943919
1524,22403681,9565797,0,3,3,0.610114
1525,57259948,16321748,0,3,2.97,0.866532
1526,24816904,5079117,0,3,2.95,1.73928
1527,857194,658547,0,3,2.91,1.24941
1528,14723653,3103780,0,3,2.89,0.980286
1529,56323100,7998972,0,2,2.84,1.39458
1530,22406803,9688736,0,2,2.83,1.38447
1531,24826688,6364517,0,2,2.82,0.651222
1532,14718750,1202611,0,2,2.8,0.814164
1533,46501341,23641168,0,2,2.76,1.34462
1534,7970146,867947,0,2,2.75,0.979853
1535,14743956,2095932,0,2,2.7,0.713061
1536,14728488,6097366,0,2,2.7,0.712402
1537,4241357,3236343,0,2,2.69,1.24634
1538,49713722,24789156,0,2,2.63,1.04299
1539,49644046,3138504,0,2,2.61,0.466731
1540,49715901,24789739,0,2,2.61,1.10661
1541,17514294,4127757,0,2,2.59,0.913048
1542,14745129,4878538,0,2,2.59,0.58175
1543,4261968,1292700,0,2,2.52,1.53476
1544,26732564,247228,0,2,2.51,0.172856
1545,4259228,135468512,0,2,2.5,1.02725
1546,14729469,6404647,0,2,2.5,0.860186
1547,22405614,2408016,0,2,2.48,0.921022
1548,22407077,15945185,0,2,2.47,2.68483
1549,49733783,455264,0,2,2.45,0.75357
1550,14738857,2953526,0,2,2.43,1.02366
1551,14738307,9551374,0,2,2.38,0.24219
1552,56318324,24980268,0,2,2.36,0.644797
1553,24791415,135433211,0,2,2.32,2.01089
1554,17504315,12004490,0,2,2.24,0.0874574
1555,864278,665525,0,2,2.24,0.2739
1556,26725379,16745601,0,2,2.23,1.43618
1557,24840637,271296,0,2,2.23,0.938424
1558,24840963,658382,0,2,2.22,1.04352
1559,24837553,4370338,0,2,2.19,1.98426
1560,17413590,5345420,0,2,2.14,0.544444
1561,14724089,9549474,0,2,2.1,1.73232
1562,49674727,24761764,0,2,2.03,0.640384
1563,24835548,2502278,0,2,1.96,1.01612
1564,24823112,6623335,0,2,1.95,1.05073
1565,49646276,24746791,0,2,1.92,1.12829
1566,14720509,760604,0,2,1.92,0.338748
1567,49648268,17582529,0,1,1.9,0.212211
1568,26725192,16745487,0,1,1.87,1.52029
1569,51090808,18572141,0,1,1.85,2.27833
1570,22403364,15944943,0,1,1.82,0.103185
1571,17402019,11957254,0,1,1.82,3.21091
1572,26664026,3497737,0,1,1.81,1.64975
1573,85148936,44144130,0,1,1.78,1.21211
1574,26666807,72725,0,1,1.72,1.65122
1575,861705,5389615,0,1,1.7,1.23047
1576,14720688,135473386,0,1,1.67,0.620593
1577,14728076,1048530,0,1,1.65,1.8717
1578,17514067,9607470,0,1,1.65,0.615065
1579,49675632,3386722,0,1,1.64,0.830308
1580,17387421,11948839,0,1,1.64,1.63864
1581,17509120,5765817,0,1,1.6,0.494772
1582,24841603,16197091,0,1,1.6,0.464295
1583,17406775,9725759,0,1,1.53,1.41583
1584,51085513,4083470,0,1,1.49,0.718266
1585,22414722,1742678,0,1,1.47,0.423782
1586,49673720,5135167,0,1,1.43,0.983044
1587,24789165,5347179,0,1,1.43,1.0679
1588,56318555,16282702,0,1,1.41,0.740865
1589,14731482,1393517,0,1,1.39,1.28501
1590,17507348,3135909,0,1,1.35,2.34472
1591,49680941,54691675,0,1,1.34,0.397544
1592,3716900,2999799,0,1,1.31,0.509618
1593,26731944,16746143,0,1,1.3,1.38873
1594,26667378,1875260,0,1,1.3,0.798799
1595,49640984,18593578,0,1,1.25,0.600418
1596,50085995,135801425,0,1,1.16,0.624981
1597,14727531,691683,0,1,1.14,1.17208
1598,26657700,4175865,0,1,1.14,0.435363
1599,26725203,16745498,0,1,1.01,0.677466
1600,17415395,5942255,0,1,0.97,1.10677
1601,3716571,2408767,0,1,0.96,0.993667
1602,49822224,24818322,0,0,0.95,0.46996
1603,7972448,6858397,0,0,0.94,2.71621
1604,56423669,54691677,0,0,0.92,0.477398
1605,49817265,135427541,0,0,0.9,1.53472
1606,4260569,2269367,0,0,0.86,0.311943
1607,24824278,7190527,0,0,0.86,0.857481
1608,49822615,2996556,0,0,0.83,0.762555
1609,24807069,2868214,0,0,0.81,1.2025
1610,24792867,893102,0,0,0.81,0.470966
1611,49642396,738951,0,0,0.78,0.493746
1612,56318877,7653921,0,0,0.75,0.60596
1613,24817421,1476919,0,0,0.75,0.768941
1614,26659628,16681908,0,0,0.73,1.74062
1615,7977111,135449258,0,0,0.7,0.412406
1616,56315518,7168712,0,0,0.69,1.09343
1617,24826678,5344188,0,0,0.67,0.214556
1618,49677448,18577956,0,0,0.62,1.10212
1619,4264585,748054,0,0,0.62,1.16897
1620,24810899,16193242,0,0,0.59,3.84485
1621,49825738,1294865,0,0,0.58,1.0403
1622,860639,661916,0,0,0.58,1.45171
1623,4252225,2160308,0,0,0.54,0.992362
1624,49825701,4768672,0,0,0.54,0.161051
1625,858623,1927286,0,0,0.52,1.9128
1626,56315725,16259070,0,0,0.51,0.866218
1627,24779891,135541143,0,0,0.48,0.923373
1628,26665673,6246488,0,0,0.48,0.640293
1629,49671296,2472081,0,0,0.46,1.04748
1630,26729071,2809272,0,0,0.44,0.981077
1631,24804491,907758,0,0,0.43,0.709642
1632,24838195,3240229,0,0,0.42,1.40101
1633,24815283,3572838,0,0,0.41,0.409213
1634,49642212,256659,0,0,0.4,1.0814
1635,4258396,717599,0,0,0.4,0.911113
1636,56463536,8478,0,0,0.35,0.429298
1637,56423681,25102651,0,0,0.34,0.583291
1638,7977911,2835608,0,0,0.33,1.47105
1639,56315153,24978854,0,0,0.27,0.567055
1640,17407013,845043,0,0,0.22,1.03095
1641,56316807,24687692,0,0,0.22,0.772019
1642,22404445,1121652,0,0,0.2,0.519129
1643,26658871,6862268,0,0,0.2,0.781995
1644,22414474,839544,0,0,0.13,0.991362
1645,17508194,9591964,0,0,0.11,1.07263
1646,47197797,1317965,0,0,0.06,0.197282
1647,56320131,24981189,0,0,0.05,0.239447
1648,56324960,24983203,0,0,0.05,1.14903
1649,22405730,2119005,0,0,0.03,0.59382
1650,56315780,4856075,0,0,0.03,1.86745
1651,49825302,24818872,0,0,0.02,0.50133
1652,22410485,135401261,0,0,-0.05,0.787208
1653,49681061,54691640,0,0,-0.09,0.843441
1654,26732213,16746383,0,0,-0.09,0.0708098
1655,56318556,2627212,0,0,-0.12,2.07618
1656,24822080,3817492,0,0,-0.14,0.972382
1657,56318662,9110529,0,0,-0.14,0.611082
1658,22404271,728401,0,0,-0.15,0.515863
1659,24782356,2377969,0,0,-0.17,1.2581
1660,49668752,3448631,0,0,-0.18,0.799678
1661,24787079,2952131,0,0,-0.22,0.54809
1662,7975510,669360,0,0,-0.22,0.717795
1663,56318958,24980587,0,0,-0.26,1.03413
1664,56463279,25102595,0,0,-0.29,0.266489
1665,17416095,2891886,0,0,-0.3,0.434333
1666,17403315,834376,0,0,-0.31,1.299
1667,24796530,2147631,0,0,-0.33,0.750977
1668,14722382,3186126,0,0,-0.36,1.01562
1669,22402831,135423217,0,0,-0.37,0.741047
1670,56463571,6769,0,0,-0.37,0.764659
1671,26729217,2812016,0,0,-0.45,1.66885
1672,49667971,6887268,0,0,-0.45,0.937993
1673,49642394,9590747,0,0,-0.51,1.4888
1674,24835927,135512259,0,0,-0.52,2.18799
1675,49665798,5093561,0,0,-0.52,1.68375
1676,24835127,2504499,0,0,-0.54,0.520168
1677,56322272,7571349,0,0,-0.59,1.92553
1678,14718675,837247,0,0,-0.61,0.842559
1679,49715284,20873037,0,0,-0.63,1.40222
1680,24798379,16190050,0,0,-0.65,0.647522
1681,47202984,3138915,0,0,-0.66,1.11182
1682,14737522,5073725,0,0,-0.67,0.223709
1683,24807761,16192858,0,0,-0.69,0.742006
1684,17431971,2955745,0,0,-0.79,1.34
1685,24815798,7207491,0,0,-0.79,1.06397
1686,49664955,6878290,0,0,-0.79,1.62428
1687,17408874,9590767,0,0,-0.82,0.331661
1688,47202346,2974249,0,0,-0.84,0.52912
1689,17514546,4048624,0,0,-0.86,1.24298
1690,26662793,2908985,0,0,-0.88,1.17653
1691,56322071,24330911,0,0,-0.89,1.63159
1692,47198419,2886102,0,0,-0.89,1.09377
1693,24804001,16192647,0,0,-0.89,1.36245
1694,14720804,135473389,0,0,-0.91,1.36294
1695,49735294,16023462,0,0,-0.95,1.47177
1696,56314665,5380465,0,0,-0.95,1.4056
1697,14726251,777041,0,0,-0.97,0.722973
1698,26725074,795855,0,0,-1.06,1.51495
1699,22407405,2373396,0,0,-1.11,1.16201
1700,17415228,5333689,0,0,-1.13,0.249995
1701,47194683,23723104,0,0,-1.15,0.534766
1702,856997,658357,0,0,-1.16,0.211714
1703,56320922,54682937,0,0,-1.17,0.238736
1704,26666449,949083,0,0,-1.22,1.29576
1705,56318447,24980340,0,0,-1.23,1.16321
1706,56320141,7841818,0,0,-1.23,2.07376
1707,7973022,811180,0,0,-1.25,0.684015
1708,14738155,9551290,0,0,-1.29,0.872866
1709,4251797,3245439,0,0,-1.29,0.555697
1710,56317614,24979952,0,0,-1.3,0.0657944
1711,17411358,9559886,0,0,-1.32,1.08577
1712,24824019,135439794,0,0,-1.36,1.85406
1713,49731618,4207023,0,0,-1.38,1.16481
1714,842609,644881,0,0,-1.39,0.651128
1715,14729416,4601805,0,0,-1.39,1.12234
1716,17386993,4691876,0,0,-1.41,1.02358
1717,14738877,3329425,0,0,-1.41,1.56109
1718,49823088,4870133,0,0,-1.43,1.41205
1719,17411144,4309245,0,0,-1.45,2.18778
1720,24790039,4225471,0,0,-1.47,0.905697
1721,56322355,24982059,0,0,-1.48,0.474541
1722,24832288,4879119,0,0,-1.48,1.58631
1723,17516159,2124813,0,0,-1.5,1.41499
1724,49736951,2993972,0,0,-1.54,1.2411
1725,7966201,5308077,0,0,-1.57,1.29583
1726,22405027,4114993,0,0,-1.57,1.29034
1727,49644940,2881807,0,0,-1.58,1.36913
1728,49732529,24793205,0,0,-1.59,1.48529
1729,24804228,3163673,0,0,-1.6,0.724084
1730,49640819,1106579,0,0,-1.6,2.02399
1731,17414839,6885989,0,0,-1.61,0.0858272
1732,56317478,24979859,0,0,-1.61,0.663279
1733,46501330,23641157,0,0,-1.62,0.828151
1734,26669932,16682602,0,0,-1.63,0.7936
1735,22407142,4882010,0,0,-1.64,1.63085
1736,49723561,24792007,0,0,-1.67,0.902664
1737,17503867,3150735,0,0,-1.68,0.712053
1738,7969420,5309963,0,0,-1.69,1.46603
1739,17412296,2171179,0,0,-1.71,1.60348
1740,17515245,12005976,0,0,-1.72,2.13821
1741,26725196,16745491,0,0,-1.73,0.351662
1742,24792530,713719,0,0,-1.83,0.379156
1743,26667937,647510,0,0,-1.85,0.875348
1744,56319792,24980959,0,0,-1.87,1.84642
1745,49669485,5072004,0,0,-1.9,1.24287
1746,49828116,24819894,0,0,-1.91,0.694094
1747,22407408,2483714,0,0,-1.94,0.546878
1748,24836706,9660732,0,0,-1.97,0.619805
1749,49680402,2084273,0,0,-2.03,1.34335
1750,49819438,5336355,0,0,-2.04,0.977382
1751,49723569,24792015,0,0,-2.09,0.571747
1752,56314820,9102552,0,0,-2.1,1.18579
1753,17406715,1806316,0,0,-2.11,2.12952
1754,4243499,3238213,0,0,-2.12,0.176136
1755,49818171,24817245,0,0,-2.13,0.542139
1756,49728800,8296949,0,0,-2.22,1.08597
1757,17415201,2841163,0,0,-2.26,0.804671
1758,4255205,1309824,0,0,-2.31,0.46934
1759,56322280,24982020,0,0,-2.32,0.67102
1760,24806820,2908311,0,0,-2.33,1.20655
1761,49816195,8016735,0,0,-2.34,1.62973
1762,4245106,3239614,0,0,-2.35,1.03722
1763,851739,654332,0,0,-2.36,1.76043
1764,26668054,650157,0,0,-2.37,0.8802
1765,14734365,1245566,0,0,-2.43,2.40921
1766,49823056,7709245,0,0,-2.44,1.49223
1767,56318323,24980267,0,0,-2.44,0.485367
1768,49674270,5219592,0,0,-2.44,0.231964
1769,49680522,4796595,0,0,-2.44,0.692712
1770,17402437,2767258,0,0,-2.47,0.736451
1771,864032,665283,0,0,-2.47,0.535571
1772,49665299,708725,0,0,-2.48,1.75566
1773,4241485,3236453,0,0,-2.48,1.33801
1774,24794427,2235208,0,0,-2.49,1.73752
1775,49735068,135584543,0,0,-2.5,0.388163
1776,17514822,7205987,0,0,-2.53,1.2309
1777,24779106,1283412,0,0,-2.54,1.2607
1778,51086862,18574508,0,0,-2.54,1.31113
1779,49680575,4299085,0,0,-2.57,1.86928
1780,14738178,9551304,0,0,-2.57,1.96384
1781,17387866,11948870,0,0,-2.61,0.980742
1782,24799245,16190916,0,0,-2.63,0.791971
1783,49733900,6500118,0,0,-2.64,1.38674
1784,4249558,6603402,0,0,-2.66,1.94372
